id,job,job_cn
31813,home appraiser,房屋估价师
31814,home assessment nurse,家庭评估护士
31819,home builder,家居建造者
31820,home care administrator,家庭护理管理员
31815,home attendant,家庭护理员
31812,home appliance washing machine mechanic,家用电器洗衣机维修工
31817,homebirth midwife,家庭分娩助产士
31825,home care attendant,家庭护理员
31830,home care giver,家庭护理员
31827,home care companion,家庭护理助手
31828,home care consultant,家庭护理顾问
31821,home care aide,家庭护理助手
31829,home care coordinator,家庭护理协调员
31824,home care associate,家庭护理助理
31826,home care chaplain,家庭护理牧师
31823,home care assistant,家庭护理助理
31822,home care and home health aides teacher,家庭护理和居家健康助手教师
31838,home care rn,家庭护理护士
31835,home care nurse,家庭护理护士
31832,home care manager,家庭护理经理
31840,home care specialist,家庭护理专家
31837,home care provider,家庭护理提供者
31839,home care scheduler,家庭护理调度员
31831,home care liaison,家庭护理联络员
31836,home care physical therapist,家庭护理物理治疗师
31834,home care music therapist,家庭护理音乐治疗师
31833,home care manager rn,家庭护理经理注册护士
31841,home child care provider,家庭儿童护理提供者
31843,home companion,家庭伴侣
31842,home comfort advisor,家居舒适顾问
31852,home designer,家居设计师
31848,home delivery driver,家庭送货司机
31849,home demonstration agent,家庭演示代表
31847,home decorator,家居装饰师
31850,home demonstrator,家庭演示员
31853,home economics expert,家庭经济学专家
31845,home coordinator,家庭协调员
31851,home depot rep,家得宝代表
31844,home connect lpn,家庭连接LPN
31846,home day care provider,家庭日托提供者
31856,home economist,家庭经济学家
31863,home extension agent,家庭扩展代理
31855,home economics teacher,家庭经济学教师
31859,home energy consultant,家庭能源顾问
31861,home energy inspector,家庭能源检查员
31860,home energy consultant supervisor,家庭能源顾问主管
31854,home economics extension worker,家庭经济学推广员
31865,home furnishings sales representative,家居用品销售代表
31862,home energy rater,家庭能源评估师
31858,home energy auditor,家庭能源审计员
31864,home fire alarm installer,家庭火灾报警器安装工
31857,home economist consumer service,家庭经济学家消费者服务
31870,home health assistant,家庭健康助理
31866,home health administrator,家庭健康管理员
31868,home health aide,家庭健康助手
31867,home health aid,家庭健康助手
31875,home health caregiver,家庭健康护理员
31876,home health care physician,家庭健康护理医生
31871,home health attendant,家庭健康护理员
31874,home health care coordinator,家庭健康护理协调员
31873,home health care case manager,家庭健康护理案例经理
31872,home health billing specialist,家庭健康账单专员
31869,home health aide caregiver,家庭健康助手护理人员
31877,home health care provider,家庭健康护理提供者
31880,home health care worker,家庭健康护理工作者
31887,home health manager,家庭健康经理
31882,home health clinical supervisor,家庭健康临床主管
31886,home health lvn,家庭健康护理师
31883,home health clinician,家庭健康临床医生
31885,home health lpn,家庭健康护理员
31879,home health care social worker,家庭健康护理社会工作者
31884,home health cna,家庭健康护理员
31881,home health clinical liaison,家庭健康临床联络员
31878,home health care respiratory therapist,家庭健康护理呼吸治疗师
31888,home health nurse,家庭健康护士
31899,home health travel ot,家庭健康旅行
31897,home health specialist,家庭健康专家
31895,home health rn,家庭健康注册护士
31896,home health scheduler,家庭健康调度员
31894,home health registered nurse,家庭健康注册护士
31893,home health provider,家庭健康提供者
31890,home health occupational therapist,家庭健康职业治疗师
31892,home health physical therapist,家庭健康物理治疗师
31898,home health speech therapist,家庭健康言语治疗师
31889,home health nurse licensed practical,家庭健康护士、执业护士
31891,home health outreach coordinator,家庭健康外展协调员
31901,home help aide,家庭助手
31904,home housekeeper,家庭管家
31905,home improvement advisor,家居改善顾问
31911,home lending officer,家庭贷款官员
31909,home insurance agent,家庭保险代理人
31903,home hospice rn,家庭护理护士
31908,home inspector,房屋检查员
31907,home improvement installer,家居改善安装工
31910,homeland security program specialist,国土安全项目专家
31906,home improvement contractor,家居装修承包商
31902,home hospice aide,家庭临终关怀助手
31900,home health travel pt,家庭健康旅行物理治疗师
31917,home manager,家庭管理员
31923,homeopathic doctor,家庭医生
31918,home mission worker,家庭使命工作者
31922,home office representative,家庭办公室代表
31912,home lighting adviser,家居照明顾问
31916,home management supervisor,家庭管理主管
31915,homemaking rehabilitation consultant,家庭康复顾问
31913,home maker,家庭主妇
31914,homemaker companion,家庭主妇伴侣
31921,home office claim specialist,家庭办公室索赔专家
31920,home office claims examiner,家庭办公室索赔审查员
31919,home mortgage disclosure act specialist,家庭抵押贷款披露法专家
31925,homeowner association manager,业主协会经理
31924,home organizer,家庭组织者
31926,home paraprofessional,家庭辅助专业人员
31928,home performance laborer,家庭性能劳动者
31927,home performance consultant,家庭性能顾问
31932,home sales consultant,家居销售顾问
31935,home school liaison officer,家庭学校联络官
31934,home school coordinator,家庭学校协调员
31933,home sales service professional,家居销售服务专业人员
31931,home restoration service supervisor,家居修复服务主管
31930,home restoration service cleaner,家居翻新服务清洁工
31929,home planning consultant salesperson,家庭规划顾问销售人员
31936,home school teacher,家庭教师
31944,home specialist,家居专家
31942,home service director,家庭服务总监
31946,home staging specialist,家居布置专家
31943,home service technician,家庭服务技术人员
31945,home stager,家居布置师
31938,home security professional,家庭安全专家
31940,home service consultant,家庭服务顾问
31939,home service advisor,家居服务顾问
31941,home service demonstrator,家庭服务演示员
31937,home security alarm installer,家庭安全警报安装工
31947,home stereo equipment installer,家庭立体声音响安装工
31955,home theater specialist,家庭影院专家
31956,home theatre technician,家庭影院技术人员
31953,home theater expert,家庭影院专家
31958,home therapy teacher,家庭治疗教师
31957,home therapy clinician,家庭治疗师
31949,home support worker,家庭支持工作者
31948,home supervisor,家庭监督员
31952,home theater experience expert,家庭影院体验专家
31954,home theater installer,家庭影院安装师
31959,home visit field care manager,家庭访问现场护理经理
31950,home teaching grades 7 and 8 teacher,家庭教学七年级和八年级教师
31951,home teaching grades 9 thru 12 teacher,家庭教学，9至12年级教师
31964,home worker,家庭工作者
31965,homeworker,家庭工作者
31960,home visitor,家庭访客
31963,home weatherizing worker,家庭节能工人
31967,homicide investigator,杀人案调查员
31966,homicide detective,凶杀案侦探
31962,home visits nurse,家庭访视护士
31968,homicide squad captain,凶杀案小组队长
31972,homoeopath,家庭医生
31969,homicide squad commanding officer,凶杀案小组指挥官
31974,hone operator,电话接线员
31975,honest john rocket crew member,诚实约翰火箭队成员
31970,homicide squad lieutenant,凶杀组中尉
31961,home visitor   home base head start,家庭访客家庭基地头开始
31971,homicide squad sergeant,凶杀案小组警长
31973,homogenizer operator,均质化操作员
31976,honey blender,蜂蜜搅拌机
31979,honey extractor,蜂蜜提取器
31982,honey processor,蜂蜜加工者
31983,honey producer,养蜂人
31977,honeycomb blanket maker,蜂窝毯制造商
31988,honing machine operator tool,磨床操作工
31984,honing job setter,磨具设定工
31981,honey liquefier,蜂蜜液化器
31985,honing machine operator,磨床操作工
31978,honeycomb decapper,蜂窝脱壳机
31986,honing machine operator production,磨床操作员生产
31980,honey grader and blender,蜂蜜分级师和混合师
31987,honing machine operator semiautomatic,磨床操作员半自动
31992,hood fitter,帽匠
31993,hood maker,帽匠
31995,hoof trimmer,蹄修剪师
32000,hooker laster,钩子操作员
31999,hooker inspector,钩子检查员
31994,hoof and shoe inspector,蹄铁检查员
31991,honing machine try out setter,磨床试机员
31996,hook and eye attacher,钩眼扣安装工
31997,hook and eye machine operator,钩眼机操作员
31989,honing machine set up operator,磨床装夹操作工
31990,honing machine set up operator tool,磨床装夹操作员
32005,hooker up,钩子
31998,hook and eye sewing machine operator,钩眼缝纫机操作员
32003,hooker on,皮条客
32008,hookman,钩子人
32002,hooker off,钩子操作员
32004,hooker operator,钩子操作员
32007,hook loader,钩子加载器
32006,hooking machine operator,钩机操作员
32009,hook puller,钩子拔取器
32001,hooker machine tender,钩机操作员、机械师
32012,hook up driver,挂钩司机
32010,hook tender,钩子管理员
32011,hook up,搭讪
32013,hoop bender tank,篮球弯曲罐
32017,hoop cutter,篮球裁缝
32020,hoop expander,篮球扩圈器
32018,hoop driving machine operator,篮球驱动机械操作员
32015,hoop coiler,环状卷绕机
32014,hoop bending machine operator,弯管机操作员
32016,hoop coiling machine operator,环形卷绕机操作员
32019,hoop driving machine operator helper,篮筐驾驶机器操作员助手
32029,hoop puncher,篮球运动员
32024,hoop maker,篮球制造商
32025,hoop maker helper machine,篮球制造辅助机械
32026,hoop maker machine,篮球机制造商
32023,hoop machine operator,篮球机操作员
32021,hoop flaring machine operator,环形扩孔机操作员
32030,hoop punch operator helper,篮球打孔操作员助手
32037,hop grower,种植者
32022,hoop flaring machine operator helper,环形扩孔机操作员助手
32036,hop farm worker,养蜂工人
32027,hoop punch and coiler operator,打孔机和卷线机操作员
32035,hop farmer,跳蚤农民
32031,hoop riveter,铆接工
32034,hoop rolls operator,滚筒操作员
32028,hoop punch and coiler operator helper,铁环冲压和卷线机操作员助手
32032,hoop riveting machine operator,铆接机操作员
32046,hop strainer,过滤工
32033,hoop riveting machine operator helper,铆接机操作员助手
32042,hop picker,摘棉工
32044,hops farmworker,啤酒花农场工人
32040,hopper filler,跳线填充器
32043,hop separator,跳线分离器
32045,hop sorter,货品分类员
32038,hopper attendant,跳蚤市场管理员
32041,hopper operator,跳汰机操作员
32039,hopper feeder,跳蚤喂食器
32049,hop worker,搬运工
32057,horse and wagon driver,马车夫
32054,horn player,号手
32055,horologist,钟表匠
32052,horizontal drill operator,水平钻工
32048,hop weigher,称重员
32047,hop trainer,马术教练
32051,horizontal boring mill set up operator,水平钻孔机床操作员
32053,horizontal resaw operator,水平锯切操作员
32056,horologist apprentice,钟表修理工学徒
32050,horizontal boring mill operator,水平钻孔机床操作员
32063,horse doctor,兽医
32058,horseback excavator,骑马挖掘机
32059,horseback riding instructor,骑马教练
32060,horse breaker,驯马师
32064,horse exerciser,马术教练
32065,horse farm manager,马场经理
32062,horse buyer,马匹买家
32061,horse breeder,马匹繁殖者
32066,horse groomer,马夫
32068,horse racer,马术运动员
32071,horse racetrack manager,马场经理
32072,horse racing analyst,马术分析师
32075,horseradish maker,芥末制造商
32070,horse race timer,马赛计时员
32067,horse identifier,马匹识别器
32076,horse rancher,马场主
32069,horse race starter,马赛发令员
32073,horse racing manager,马术比赛经理
32077,horse rider,骑手
32074,horseradish grinder,山葵磨碎器
32089,horse trekking guide,骑马导游
32087,horse trader,马贩子
32088,horse trainer,马术教练
32081,horseshoer,修蹄匠
32085,horse stud manager,马场经理
32086,horse stud worker,马匹繁殖工人
32080,horse shoer,马蹄铁匠
32082,horse show judge,马术比赛裁判
32083,horse show manager,马术比赛经理
32078,horse riding coach or instructor,骑马教练或指导员
32084,horses or mules teamster,马或骡子运输工
32090,horse wrangler,马夫
32091,horticultural agent,园艺代理人
32092,horticultural farmer,园艺农民
32095,horticulturalist,园艺师
32096,horticultural manager,园艺经理
32098,horticultural services supervisor,园艺服务主管
32093,horticultural farm manager,园艺农场经理
32094,horticultural farmworker,园艺农场工人
32097,horticultural nursery assistant,园艺苗圃助理
32099,horticultural specialty grower,园艺专业种植者
32100,horticultural specialty grower field,园艺专业种植者
32106,horticulture instructor,园艺教师
32111,horticulture worker,园艺工人
32110,horticulture teacher,园艺教师
32107,horticulture professor,园艺教授
32108,horticulture superintendent,园艺主管
32109,horticulture supervisor,园艺主管
32104,horticultural worker,园艺工人
32102,horticultural technical officer,园艺技术官员
32103,horticultural therapist,园艺治疗师
32101,horticultural specialty grower inside,园艺专业种植者
32105,horticulture/floriculture teacher,园艺/花卉栽培教师
32122,hose operator,消防员
32113,hose cementer,管道工
32119,hose maker,消防员
32117,hose inspector,管道检查员
32116,hose handler,消防员
32114,hose coupling joiner,软管连接工
32120,hoseman,消防员
32112,hose builder,消防员
32121,hose mender,管道修补工
32115,hose finisher,磨具修整工
32118,hose inspector and patcher,管道检查员和修补工
32127,hose tender,管道工
32130,hose turner,消防员
32133,hosiery knitter,袜子编织工
32132,hosiery bagger,袜子包装工
32129,hose tubing backer,水管背衬
32131,hose wrapper,管道包覆工
32125,hose stripper,管道剥皮工
32123,hose seamer,焊管机操作工
32128,hose tester,消防水带测试员
32126,hose suspender cutter,消防水带切割器
32124,hose sprayer,消防水带喷枪
32135,hosiery mater,袜子材料
32136,hosiery mender,袜子修补工
32137,hosiery operator,袜子操作员
32139,hosiery repairer,袜子修补工
32140,hospice administrator,临终关怀管理员
32134,hosiery looper,袜机操作员
32142,hospice aide,临终关怀助理
32138,hosiery pairer,袜子配对员
32143,hospice art therapist,临终关怀艺术治疗师
32141,hospice admitting clerk,临终关怀入院登记员
32144,hospice bereavement coordinator,临终关怀丧亲协调员
32145,hospice care consultant,临终关怀顾问
32154,hospice consultant,临终关怀顾问
32150,hospice clinical manager,临终关怀临床经理
32152,hospice clinical supervisor,临终关怀临床主管
32148,hospice case manager,临终关怀个案经理
32146,hospice care sales consultant,临终关怀销售顾问
32149,hospice chaplain,临终关怀牧师
32147,hospice care transitions coordinator,临终关怀过渡协调员
32153,hospice community liaison,临终关怀社区联络员
32151,hospice clinical marketer,临终关怀临床营销员
32155,hospice coordinator,临终关怀协调员
32160,hospice fellow,临终关怀实习生
32156,hospice director,临终关怀主任
32165,hospice manager,临终关怀经理
32159,hospice executive director,临终关怀执行董事
32164,hospice liaison,临终关怀联络员
32157,hospice educator,临终关怀教育者
32162,hospice home health aide,临终关怀家庭健康助手
32158,hospice entrance attendant,临终关怀入口接待员
32163,hospice/home health aide,临终关怀/家庭健康助手
32079,horser up,"请稍等，我需要确认一下您提供的英文文本是否正确。您提供的文本是""horserup""，这看起来像是一个打字错误，正确的文本应该是""horseup""。如果您需要将""horseup""翻译成中文，那么它的意思是""上马""。"
32161,hospice home care coordinator,临终关怀家庭护理协调员
32166,hospice massage therapist,临终关怀按摩师
32173,hospice physician,临终关怀医生
32169,hospice nurse,临终关怀护士
32176,hospice rn,临终关怀护士
32175,hospice registered nurse,临终关怀注册护士
32174,hospice plan administrator,临终关怀计划管理员
32168,hospice music therapy,临终关怀音乐治疗
32177,hospice social worker,临终关怀社会工作者
32170,hospice nurse practitioner,临终关怀护士实践者
32172,hospice patient care secretary,临终关怀患者护理秘书
32171,hospice office coordinator,临终关怀办公室协调员
32167,hospice music therapist,临终关怀音乐治疗师
32186,hospital administrator,医院管理员
32185,hospital administrative assistant,医院行政助理
32188,hospital admissions officer,医院入院官员
32189,hospital admitting clerk,医院入院登记员
32187,hospital admissions clerk,医院入院登记员
32181,hospice volunteer,临终关怀志愿者
32184,hospital account manager,医院账务经理
32179,hospice superintendent,临终关怀主任
32183,hospital account liaison,医院账目联络员
32178,hospice spiritual care coordinator,临终关怀精神护理协调员
32180,hospice team lead,临终关怀团队负责人
32182,hospice volunteer coordinator,临终关怀志愿者协调员
32199,hospital clerk,医院职员
32195,hospital chief executive officer,医院首席执行官
32190,hospital aide,医院助理
32200,hospital clinic assistant,医院诊所助理
32194,hospital chaplain,医院牧师
32197,hospital cleaner,医院清洁工
32193,hospital carrier,医院搬运工
32201,hospital cna,医院护理助理
32198,hospital cleaning specialist,医院清洁专家
32192,hospital attendant,医院护工
32196,hospital chief financial officer,医院首席财务官
32191,hospital aides and assistants teacher,医院助理和助手教师
32203,hospital cook,医院厨师
32206,hospital director,医院院长
32211,hospital housekeeper,医院管家
32209,hospital fellow,医院实习生
32208,hospital educator,医院教育者
32205,hospital corpsman,医院军医
32202,hospital coder,医院编码员
32213,hospital insurance representative,医院保险代表
32212,hospital insurance clerk,医院保险职员
32204,hospital coordinator,医院协调员
32210,hospital food service worker,医院食品服务工人
32207,hospital education coordinator,医院教育协调员
32225,hospitality director,酒店经理
32215,hospital internship,医院实习
32214,hospital intern,医院实习生
32224,hospitality coordinator,酒店协调员
32219,hospitalist physician,医院内科医生
32216,hospitalist,医院内科医生
32221,hospitality aide,酒店服务员
32222,hospitality ambassador,酒店大使
32220,hospitalist program director,医院主治医师项目主任
32217,hospitalist medical director,医院主治医师
32223,hospitality associate,酒店业助理
32218,hospitalist nocturnist physician,医院内科医生夜间医生医生
32229,hospitality intern,酒店实习
32230,hospitality internship,酒店实习
32228,hospitality house supervisor,酒店管家
32232,hospitality manager,酒店经理
32236,hospitality team member,酒店团队成员
32235,hospitality specialist,酒店管理专家
32227,hospitality housekeeper,酒店客房服务员
32231,hospitality job titles,酒店业职位
32226,hospitality host,酒店接待员
32233,hospitality recruiter,酒店招聘人员
32237,hospitality workers,酒店工作人员
32234,hospitality services manager,酒店服务经理
32241,hospital manager,医院经理
32247,hospital nurse,医院护士
32238,hospital laboratory technician,医院实验室技术人员
32240,hospital librarian,医院图书管理员
32239,hospital liaison,医院联络员
32249,hospital nursing assistant,医院护理助理
32245,hospital monitor,医院监控员
32244,hospital medicine director,医院医学主任
32242,hospital medical assistant,医院医疗助理
32246,hospital mortician,医院殡仪员
32248,hospital nurse liaison,医院护士联络员
32243,hospital medical biller,医院医疗账单员
32261,hospital scientist,医院科学家
32259,hospital recruiter,医院招聘人员
32251,hospital personnel director,医院人事总监
32258,hospital receptionist,医院接待员
32254,hospital pharmacy technician,医院药房技术人员
32252,hospital pharmacist,医院药剂师
32255,hospital plan administrator,医院计划管理员
32256,hospital product specialist,医院产品专员
32257,hospital receiving clerk,医院接待员
32253,hospital pharmacy director,医院药房主任
32260,hospital sales representative,医院销售代表
32250,hospital orderly,医院勤杂工
32262,hospital secretary,医院秘书
32266,hospital superintendent,医院院长
32268,hospital technician,医院技术人员
32267,hospital supervisor,医院主管
32263,hospital security officer,医院安全官
32273,hospital ward clerk,医院病房管理员
32269,hospital television rental clerk,医院电视租赁职员
32265,hospital staff pharmacist,医院工作人员药剂师
32264,hospital social worker,医院社会工作者
32271,hospital unit clerk,医院单位文员
32272,hospital unit coordinator,医院单元协调员
32270,hospital tray service worker,医院托盘服务人员
32275,host,主持人
32284,hostess host,女主人
32282,hostess,女招待
32281,hostel parent,宿舍管理员
32278,host coordinator,主持人协调员
32280,hostel manager,旅店经理
32279,hosted services analyst,托管服务分析师
32274,hospital wellness coordinator,医院健康协调员
32276,hostage negotiator,人质谈判专家
32277,host and hostess,主持人及女主持人
32283,hostess cashier,女招待员收银员
32285,hostess party sales representative,女主人、派对销售代表
32290,host/hostess restaurant,餐厅服务员
32291,hosting engineer,酒店工程师
32292,hostler helper,行李员助手
32295,hot baller,热球手
32289,host/hostess head,主持人/女主持人
32287,host/hostess,主持人/女主持人
32286,host hostess,主持人女主持人
32288,host/hostess ground,主持人/女主持人
32293,hot air furnace installer and repairer,热空气炉安装和维修工
32300,hot blaster,热吹管
32305,hot braider,热发辫
32301,hot blast worker,热风工人
32294,hot air furnace installer repairer,热空气炉安装工/维修工
32303,hot box operator,热箱操作员
32297,hotbed operator,热床操作员
32302,hot box checker,热箱检查员
32304,hot box spotter,热箱检测员
32296,hotbed lever operator,热床杠杆操作员
32298,hotbed transfer operator,热床转移操作员
32299,hot billet shear operator,热轧板剪切操作工
32315,hot dipper,热镀工
32306,hot bread baker,热面包师
32309,hot cell technician,热室技术人员
32316,hot dip plater,热浸镀工
32308,hot car operator,热车操作员
32307,hot car charger,热车充电器
32310,hot die picker,热模修理工
32313,hot dimpling machine operator,热饺机操作员
32311,hot die press feeder,热冲模送料器
32314,hot dip galvanizer,热浸镀锌工
32312,hot die press operator,热冲模操作员
32326,hotel attendant,酒店服务员
32325,hotel associate,酒店助理
32328,hotel breakfast attendant,酒店早餐服务员
32323,hotel assistant general manager,酒店助理总经理
32327,hotel baggage handler,酒店行李员
32317,hot dip plating supervisor,热浸镀层主管
32321,hotel administrative assistant,酒店行政助理
32324,hotel assistant manager,酒店助理经理
32320,hot dog vendor,热狗摊贩
32319,hot dog vender,热狗摊贩
32318,hot dip tinning supervisor,热浸镀锡主管
32322,hotel and dining room cashier,酒店和餐厅收银员
32333,hotel custodian,酒店管理员
32332,hotel controller,酒店管理员
32336,hotel director,酒店经理
32330,hotel clerk,酒店职员
32337,hotel engineer,酒店工程师
32338,hotel front desk agent,酒店前台代理
32339,hotel front desk clerk,酒店前台接待员
32331,hotel concierge,酒店礼宾部
32334,hotel desk clerk,酒店前台接待员
32335,hotel dining room cashier,酒店餐厅收银员
32329,hotel casino floorperson,酒店赌场楼层服务员
32341,hotel general manager,酒店总经理
32347,hotel maintenance engineer,酒店维护工程师
32349,hotel maintenance worker,酒店维修工
32344,hotel houseman,酒店客房管理员
32343,hotel housekeeper,酒店客房服务员
32346,hotel maid,酒店女服务员
32348,hotel maintenance technician,酒店维护技术人员
32340,hotel front office manager,酒店前台经理
32342,hotel guest service agent,酒店客务代表
32345,hotel lobby concierge,酒店大堂礼宾部
32350,hotel manager,酒店经理
32359,hotel receptionist,酒店接待员
32354,hotel operations manager,酒店运营经理
32353,hotel operation manager,酒店运营经理
32352,hotel office manager,酒店办公室经理
32351,hotel night auditor,酒店夜审员
32360,hotel recreational facilities manager,酒店娱乐设施经理
32356,hotel or motel manager,酒店或汽车旅馆经理
32355,hotel or motel cleaning supervisor,酒店或汽车旅馆清洁主管
32357,hotel or motel receptionist,酒店或汽车旅馆接待员
32367,hotel server,酒店服务员
32358,hotel or motel room service supervisor,酒店或汽车旅馆客房服务主管
32362,hotel reservation agent,酒店预订代理
32361,hotel registration clerk,酒店登记员
32366,hotel security officer,酒店安全官
32363,hotel reservationist,酒店预订员
32365,hotel sales manager,酒店销售经理
32364,hotel room attendant,酒店客房服务员
32368,hotel service manager,酒店服务经理
32371,hotel service supervisor,酒店服务主管
32372,hotel staff member,酒店员工
32373,hotel superintendent,酒店经理
32370,hotel services supervisor,酒店服务主管
32375,hotel valet attendant,酒店门童
32369,hotel services sales representative,酒店服务销售代表
32374,hotel supplies salesperson,酒店用品销售员
32376,hotel yardperson,酒店园丁
32378,hot frame tender,热框架供应商
32377,hot end operator,热端操作员
32379,hot header operator,热盖板操作员
32386,hot man,热男
32381,hothouse worker,温室工人
32380,hot head machine operator,热头机操作员
32382,hot iron worker,热铁工人
32383,hot kettle tender,热水壶服务员
32388,hot metal charger,热金属充电工
32384,hot knife cutter,热刀切割工
32387,hot metal car operator,热金属车操作员
32389,hot metal crane operator,热金属起重机操作员
32385,hot knife foxing cutter,热刀狐狸切割机
32394,hot mill roller,热轧辊
32390,hot metal mixer operator,热金属搅拌工
32396,hot mill supervisor,热轧厂主管
32393,hot mill operator,热轧机操作员
32392,hot mill observer,热轧厂观察员
32395,hot mill shearer,热轧剪裁工
32401,hot oiler,热油工
32400,hot molder,热模工
32398,hot mill worker,热轧工人
32397,hot mill tin roller,热轧锡辊
32391,hot metal mixer operator helper,热金属搅拌机操作员助手
32399,hot mix operator,热拌操作员
32402,hot packer,热包装工
32404,hot pipe gauger,热管道测量员
32403,hot patcher,热补丁修复工程师
32413,hot repairman,热维修工
32410,hot pond operator,热水池操作员
32411,hot press operator,热压操作员
32412,hot punch press operator,热冲压操作员
32409,hot plate press operator,热板压机操作员
32406,hot plate plywood press laborer,热压板胶合板压机工人
32407,hot plate plywood press offbearer,热压板胶合板压机操作员
32417,hot room attendant,热水房服务员
32414,hot roller,烫发棒
32415,hot roll inspector,热卷检验员
32405,hot plate plywood press feeder,热压板胶合板压机喂料器
32416,hot roll laminator,热辊压延机
32421,hot shot,热门人物
32418,hot saw helper,热锯助手
32408,hot plate plywood press operator,热压板胶合板压机操作员
32422,hotshot superintendent,热门的校长
32419,hot saw operator,热锯操作员
32420,hot sealing machine operator,热封机操作员
32425,hot stick worker,热棒工人
32424,hot stick man,热棒人
32426,hot stone setter,热石铺设工
32423,hot stamp operator,热压操作员
32431,hot tamale worker,热玉米工人
32428,hot strip mill inspector,热轧带钢检验员
32429,hot strip mill supervisor,热轧带钢厂主管
32430,hot tamale man,热玉米饼人
32427,hot strip finisher,热轧带钢精整工
32432,hot tar roofer,热沥青屋顶工
32434,hot top liner,热门顶尖线缆
32433,hot tar roofer helper,热沥青屋顶工助手
32436,hot walker,热舞者
32437,hot water heater installer,热水安装工
32446,hourly shift,小时班
32444,hourly manager,小时经理
32435,hot top liner helper,热门顶尖线员助手
32439,hot worker,热工
32438,hot wire glass tube cutter,热丝玻璃管切割机
32440,hot wort settler,热水沉降器
32442,hourly associate,小时工助理
32445,hourly sales staff,小时销售员工
32443,hourly caregiver,小时制护理员
32441,hot wound spring production supervisor,热伤口弹簧生产主管
32447,hourly shift manager,小时班经理
32450,house admin,家庭管理员
32451,house builder,房屋建造者
32455,house carpenter,木匠
32452,house calls nurse,家庭护理护士
32449,hourly team members,小时工团队成员
32456,house carpenter helper,木匠助手
32454,house calls nurse practitioner,家庭护理护士
32453,housecalls nurse,家庭护理护士
32458,housecleaner,家政服务员
32448,hourly sign language interpreter,小时制手语翻译员
32457,house cleaner,家庭清洁工
32463,house designer,室内设计师
32464,house detective,家庭侦探
32462,house decorator,室内设计师
32461,house coordinator,家庭协调员
32460,house cleaner supervisor,家庭清洁监督员
32468,housefellow,室友
32465,house director,家庭主任
32466,house father,家父
32467,house fellow,家庭伙伴
32459,housecleaner floor,家庭清洁工地板清洁
32469,house furnishings supervisor,家具监督员
32470,household appliance assembler,家用电器装配工
32478,household cook,家庭厨师
32476,household assistant,家庭助手
32477,household chores,家务活
32471,household appliance installer,家电安装工
32479,household coordinator,家庭协调员
32475,household appliances service technician,家用电器维修技师
32472,household appliance mechanic,家庭电器维修工
32474,household appliances salesperson,家庭电器销售员
32473,household appliance repairer,家庭电器维修工
32480,household manager,家庭管家
32484,household worker,家庭工人
32481,household personal assistant,家庭私人助理
32485,housekeeper,家政服务员
32482,household refrigeration mechanic,家庭冰箱维修工
32483,household refrigerator mechanic,家庭冰箱维修工
32491,housekeeper head,家政主管
32492,housekeeper home,家政服务员
32495,housekeeper manager,管家经理
32486,housekeeper and laundry assistant,家政服务员和洗衣助手
32489,housekeeper cleaning cooking,家政服务员清洁烹饪
32487,housekeeper caregiver,家政服务员护理人员
32488,housekeeper child care,家政服务员儿童护理
32498,housekeeping aid,家政助理
32497,housekeeper supervisor,家政主管
32490,housekeeper/custodian/laundry worker,家政服务员/管理员/洗衣工
32493,housekeeper hospital,家政服务员医院
32494,housekeeper/laundry assistant,家政服务员/洗衣助手
32499,housekeeping aide,家政助理
32501,housekeeping assistant,家政助理
32502,housekeeping associate,家政助理
32503,housekeeping attendant,客房服务员
32496,housekeeper nanny,家政服务员奶妈
32506,housekeeping department worker,客房部员工
32500,housekeeping and laundry team leader,家政和洗衣团队领导
32505,housekeeping coordinator,家政协调员
32504,housekeeping cleaner,家政清洁工
32508,housekeeping/laundry,家政/洗衣
32510,housekeeping laundry worker,家政洗衣工
32512,housekeeping manager,客房经理
32511,housekeeping lead,客房主管
32507,housekeeping director,客房部经理
32509,housekeeping/laundry supervisor,家政/洗衣主管
32513,housekeeping room attendant,客房服务员
32514,housekeeping room inspector,客房检查员
32520,houseman,管家
32521,house manager,房屋管理员
32518,housekeeping worker,家政工人
32523,house mover,搬家工
32519,housemaid,女佣
32515,housekeeping staff,家政人员
32524,house mover helper,搬家助手
32516,housekeeping supervisor,客房部主管
32522,house mother,家庭主妇
32517,housekeeping supervisor hotel,客房部主管
32525,house mover supervisor,搬家监督员
32532,house parent,家庭家长
32528,house officer,住院医师
32533,houseperson,家务人员
32526,house moving supervisor,搬家主管
32527,house nurse,家庭护士
32529,house painter,房屋油漆工
32530,house painter helper,油漆工助手
32536,house principal,校长
32531,house painting instructor,房屋粉刷指导员
32535,house player,职业玩家
32537,house registry rn,房屋登记员
32539,house rn,家庭护士
32540,house servant,家庭佣人
32534,house piping inspector,房屋管道检查员
32541,house shorer,houseshorer
32543,housesmith,房屋工匠
32538,house repairer,房屋维修工
32542,house sitter,家庭看护者
32545,house superintendent,房屋管理员
32544,house steward/stewardess,管家/女管家
32549,house wirer,电工
32546,house supervisor,房屋管理员
32555,housing assistant,住房助理
32552,house worker general,家庭工人
32547,housetrailer servicer,房车服务人员
32551,house worker,家庭工人
32548,house visitor,家庭访客
32550,house wirer helper,家庭电线助手
32553,house wrecker,破坏家庭的人
32559,housing counselor,住房顾问
32554,housing and residence life director,住房与居住生活主任
