职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
短视频编导实习生(双休 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1. 负责策划短视频账号的日常短视频、直播预热短视频 2. 会拍摄会剪辑，掌握剪映，pr等视频制作工具； 3. 根据运营节奏进行短视频素材的剪辑、包装； 4. 定期分析短视频各项数据指标及反馈，及时优化，与团队共同打造爆款。,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/wiqRptwVLNoBj7iJnJVdS/detail.html,2024-05-15 16:13:03
数据运营（双休 五险一金 提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1.协助制定营销激励政策的相关数据测算，对日常经济运行相关数据定期分析和复盘，形成业财一体化报表，为及时调整和迭代营销策略提供依据； 2.完善销售业绩分析模板，协助完成半月度、月度、季度、年度的销售额、利润分析，并根据销售业务分析的结果，提出改进建议； 3. 完善运营分析模板，协助完成月度、季度、年度运营分析，并根据运营分析的结果，提出改进建议； 4.协助运营负责人进行项目的整体运作，包括前期项目设计、过程执行、后期监测与评估工作； 5.根据领导要求，提供相应数据报表及报告。,,,https://www.ncss.cn/student/jobs/MhfaE9raMBCdvbZA7tTFC1/detail.html,2024-05-15 16:13:12
抖音信息流优化师（接受无经验 小白 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、负责抖音、快手信息流推广工作以及账户维护 2、负责日常账户搭建，设置投放策略 3、每日数据统计及报告，定期账单统计等,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/TSkPEY1f6BseK9CcL5eCRr/detail.html,2024-05-15 16:13:21
网络销售（双休 五险一金 带薪休假）,北京市昌平区,专科及以上,,10人,4k-6k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责: 1:公司提供资源，负责客户跟踪，维护，建立良好的长期合作关系。 2:工作简单，只要肯努力，有良好的沟通能力，实现月薪10w+ 3:有赚钱欲望，这是一个收入没有天花板的行业。 4:享受部门团建，奖金奖励，旅游奖励。 任职要求: 1、从事过销售、金融，或有营销者优先 2、沟通能力强 3、学习能力强，能快速适应新行业 4、不怕吃苦，有志长期从事销售行业,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/P66Uk91GxtggNxwYeihVvt/detail.html,2024-05-15 16:10:22
视频剪辑师实习生（接受无经验 小白）,北京市昌平区,专科及以上,,8人,4k-6k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1、负责视频的后期制作和剪辑包装，按时完成视频编辑、包装工作和出片； 2、根据视频主题完成镜头衔接、节奏感、动画、画面质感、色彩、音乐等方面，需具备良好的镜头感，对视频剪辑有自己独特的视角。 岗位要求： 1、熟练掌握PR、PS等视频及图片编辑软件，有一定相关拍摄经验者优先考虑； 2、熟悉剪辑流程，可独立、按时完成视频产出； 3、有良好的团队意识以及较强的主动性和创造性； 4、细致认真，品行端正，态度积极，工作勤奋。,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/6tu5b6iEaxXSnhnf7HpQ7X/detail.html,2024-05-15 16:10:31
短视频编导（可提供住宿）,北京市昌平区,专科及以上,,5人,4k-6k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1.负责账号策划，文案，拍摄，剪辑； 2.能独立完成新媒体视频创作和策划，有良好的文字功底丰富的想象力和文案脚本创编能力； 3.熟悉视频拍摄和剪辑，能够高效的和剪辑拍摄团队配合，输出高质量内容。 任职要求： 1.执行能力强，沟通能力强； 2.对数据敏感，可独立完成视频视频传播相关数据分析。 3.对工作认真负责，沟通能力好，有团队合作精神，能承受较高的工作压力。,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/K88HKWSRbdSiNgNUao1B5k/detail.html,2024-05-15 16:10:40
短视频编导实习生(双休 提供住宿）,北京市昌平区,专科及以上,,8人,4k-6k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1. 负责策划短视频账号的日常短视频、直播预热短视频 2. 会拍摄会剪辑，掌握剪映，pr等视频制作工具； 3. 根据运营节奏进行短视频素材的剪辑、包装； 4. 定期分析短视频各项数据指标及反馈，及时优化，与团队共同打造爆款。 任职要求： 1. 专科及以上学历，新闻、影视、摄影、传媒等相关专业优先， 2. 网感强、脑洞大、点子多、善于各种挖梗， 3. 沟通能力/现场反应能力强，能够调度拍摄现场； 4. 熟练使用剪映、pr等视频剪辑工具，能够独立进行视频素材的剪辑工作； 5. 抗压能力强，工作效率高，团队协作能力佳。,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/AERZyas9hfXpZ925RtntYX/detail.html,2024-05-15 16:10:49
网络推广专员（双休 提供住宿 接受小白）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,工作内容： 1、负责账户的搭建和及日常优化 2、根据竞争对话情况，科学合理的分析关键词，对推广排名不间断监测和调价 3、对创意、着陆等细节性的优化 4、统计每日的消费、流量，并优选关键词 5、对数据变化敏捷度高，有一定的数据分析能力 岗位要求： 1、大专以上学历 2、熟练计算机操作；熟练使用办公软件 3、工作经验不限（有医疗相关工作经验者优先） 职位福利：五险一金、包住、周末双休、带薪年假、绩效奖金,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/4ae2nYxgvAU6iccYb6DcGW/detail.html,2024-05-15 16:10:58
账号运营（双休 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1、负责公司账号孵化及运营，包括内容定向、短视频脚本、直播脚本及运营策略； 2、负责市场同类账号剖析及调研，不断优化内容及运营策略，以提升账号核心指标，包括粉丝量、短视频相关指标、直播相关指标； 3、负责编写短视频文案，审核剪辑制作的视频，完成视频的发布，小黄车带货，维护评论及私信，导入私域流量池 4、从内容、策略、用户等多个维度，整体优化账号流量及转化链路，对账号的营收数据负责 任职要求： 1 热爱文案创意，思维活跃，文笔流畅； 2有探索精神，沟通能力良好。主动性高，执行力强，踏实扛压； 3 会基础的ps、ppt、excel等软件者优先。 公司薪酬与福利: 1、工作时间：朝九晚六；周末双休 2、完善的薪酬体系：底薪＋全勤奖+绩效+提成。 3、良好的晋升机会：内部转岗（横向发展）和纵向升职，只要你有实力，升职加薪不是梦； 4、丰富的员工福利：下午零食、 中秋等节日福利； 5、多彩的员工活动：年会、生日会、部门聚餐、团建、旅游等。 6、免费提供住宿，节省通勤时间。,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/3U8LMhTYwFk3CtTwnMnYyM/detail.html,2024-05-15 16:11:07
抖音信息流优化师（接受无经验 小白 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,工作内容： 1、负责抖音、快手信息流推广工作以及账户维护 2、负责日常账户搭建，设置投放策略 3、每日数据统计及报告，定期账单统计等 岗位要求 1、专科及以上学历； 2、新闻媒体、传媒、计算机等相关专业优先； 3、熟悉Office等日常办公软件使用； 4、具有较强的学习能力，能较快速的接收、吸收新知识。 5.有优秀的组织、协调、沟通和执行能力， 6.熟练掌握各类办公软件，做事认真仔细，责任心强，积极主动，能承担一定的压力和挑战，具有合作性、创造性以及持续学习能力。 薪资福利： 每天8小时制，双休，五险一金，绩效奖金、全勤奖、带薪年假、弹性工作、员工旅游、节日福利,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/HWpyCoHo4ZpVfctUPuzp5K/detail.html,2024-05-15 16:11:16
数据分析师（双休 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,"岗位职责： 1、定期推送售后指标的运营报表，及时监控指标运行情况； 2、通过数据分析，挖掘业务问题，提出优化建议； 3、日常业务数据的提供,维护业务部门的业务数据库； 4、对售后源数据进行收集、整理、存档，完善部门数据支撑平台。 任职要求： 1、Excel的使用，熟练使用图表及函数功能，掌握VBA编程技能者优先；应届毕业生可培养 2、熟悉MySQL数据库的使用，熟练掌握SQL相关的DML数据操作语言； 3、了解基础的数据分析方法，包含：描述性分析、回归分析、方差分析； 4、有相关数据可视化工作经验、自动化报表开发工作经验者优先 5、具有较强的数据处理能力和文字写作能力 职位福利：五险一金、绩效奖金、带薪年假、全勤奖、定期团建、周末双休",北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/9UEBY4N7NG2ewXMNyjWoad/detail.html,2024-05-15 16:11:25
数据运营（双休 五险一金 提供住宿）,北京市昌平区,不限,,10人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,职责描述： 1.协助制定营销激励政策的相关数据测算，对日常经济运行相关数据定期分析和复盘，形成业财一体化报表，为及时调整和迭代营销策略提供依据； 2.完善销售业绩分析模板，协助完成半月度、月度、季度、年度的销售额、利润分析，并根据销售业务分析的结果，提出改进建议； 3. 完善运营分析模板，协助完成月度、季度、年度运营分析，并根据运营分析的结果，提出改进建议； 4.协助运营负责人进行项目的整体运作，包括前期项目设计、过程执行、后期监测与评估工作； 5.根据领导要求，提供相应数据报表及报告。 岗位要求 1、专科及以上学历； 2、新闻媒体、传媒、计算机等相关专业优先； 3、熟悉Office等日常办公软件使用； 4、具有较强的学习能力，能较快速的接收、吸收新知识。 5.有优秀的组织、协调、沟通和执行能力， 6.熟练掌握各类办公软件，做事认真仔细，责任心强，积极主动，能承担一定的压力和挑战，具有合作性、创造性以及持续学习能力。,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/SVkxA9aaoBjfweR75ME2VY/detail.html,2024-05-15 16:11:34
前台(双休 五险一金 带薪休假）,北京市昌平区,专科及以上,,2人,4k-6k,互联网/电子商务,民营企业,50-99人,,,全职,岗位职责： 1. 接待外部访客； 2. 负责前台门禁监管； 3. 协助进行领导级会议准备； 4. 领导交代的其他事项。 任职要求： 1.身高165cm及以上，形象好、气质佳； 2.较强的责任心和服务意识； 3.年轻、活力、处事灵活 薪资福利： 薪资待遇:底薪+绩效+提成+奖金:，每天8小时制，双休，五险一金，绩效奖金、全勤奖、带薪年假、弹性工作、员工旅游、节日福利,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/G6YFjhGWcB1APmqcX4EgGw/detail.html,2024-05-15 16:11:43
网络推广专员（双休 提供住宿 接受小白）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、负责账户的搭建和及日常优化 2、根据竞争对话情况，科学合理的分析关键词，对推广排名不间断监测和调价 3、对创意、着陆等细节性的优化 4、统计每日的消费、流量，并优选关键词 5、对数据变化敏捷度高，有一定的数据分析能力,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/8YsqhTNSEqxbfWXgw4Daqv/detail.html,2024-05-15 16:13:30
人事培训专员,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,1、能够独立开展员工培训工作。 2、能够独立组织员工活动，并跟进企业文化宣传。 3、能够独立撰写会议纪要、领导发言、讲话稿等文字性工作，有一定文笔基础。 4、协助员工入离职、调动手续。 5、协助员工劳动合同签订及管理工作。 6、协助办公室其他行政事务性工作。,北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/Nn2bLzQRjRA9h5JBqR3JvR/detail.html,2024-05-15 16:13:38
数据分析师（双休 提供住宿）,北京市昌平区,不限,,8人,4k-12k,互联网/电子商务,民营企业,50-99人,,,全职,"1、定期推送售后指标的运营报表，及时监控指标运行情况； 2、通过数据分析，挖掘业务问题，提出优化建议； 3、日常业务数据的提供,维护业务部门的业务数据库； 4、对售后源数据进行收集、整理、存档，完善部门数据支撑平台。",北京齐步科技有限公司成立于2016年，始终以为客户创造价值为核心，潜心研究短视频市场需求与原创的表现形式，以务实的状态，秉承客户为上的理念。针对全国客户，提供从新媒体创意、新媒体策划，短视频剪辑制作、整体视频形象为一体的综合性短视频营销服务。主要业务范围包括：短视频运营、短视频制作、自媒体运营、直播运营、新媒体运营、短视频推广等。汇聚了从全国各地而来的业界精英，形成了一条由创意组、剪辑组、拍摄组、推广组为核心的优秀团队，以富有创新精神和坚韧的毅力，敢想敢拼敢成功；每日充满朝气和活力，不断在思想碰撞中产生灵感的火花！希望通过我们的智慧，为我们的客户的发展提供助力。业务遍布全国各地，主要服务于首都北京，并辐射华北地区。我们坚持业务自主作业，保证项目的质量和效率，从根本是将项目标准化、专业化；我们不断完善自己，提高技术与艺术的融合能力，只为在为企业服务的同时给企业以最高的服务体验。我们以卓越的服务品质，高效的全案能力，实现最优性价比与进度把控，获得您的高度认可。我们为此将汇聚所有力量，持续做出有影响力、推动力的新媒体运营项目案例；我们相信，当创意、行动力、执行力结合在一起，一定能做出最成功的作品。,,https://www.ncss.cn/student/jobs/ENdmPaQF5M1FvFazJDTpyS/detail.html,2024-05-15 16:13:47
