职位名称,工作地址,学历要求,工作年限要求,招聘人数,薪资待遇,公司行业,公司性质,公司规模,融资阶段,招聘状态,职位类型,岗位描述,公司介绍,公司工商信息,简历详情页地址,更新日期
财富总监（机构）(J12901),北京东城区东北证券股份有限公司北京东城分公司,本科,3-5年,招1人,面议,证券/期货,上市公司,1000-9999人,已上市,,全职,<岗位标签>银行/证券；证券从业资格证；基金从业资格证；机构业务</岗位标签>岗位职责: 1.负责IPO、债券、股票质押、再融资、私募、量化交易、新三板、衍生产品等机构类业务的开发和机构客户的关系维护，完成公司或营业部制定的机构业务工作目标； 2.负责组建和管理机构业务团队； 3.负责机构业务渠道的开拓，维护和机构业务渠道的合作关系； 4.负责跟总部各业务部门（投行、固收、资管、金创等）的沟通合作，根据机构客户的需求，为其提供综合服务方案； 5.完成公司、分公司或营业部安排的其他工作。 任职要求: 1.学,东北证券股份有限公司（以下简称“公司”）前身为吉林省证券公司。2000年6月经中国证监会批准，经过增资扩股成立东北证券有限责任公司。2007年8月，锦州经济技术开发区六陆实业股份有限公司定向回购股份，以新...,http://company.zhaopin.com/CZ255193410.htm,http://jobs.zhaopin.com/CC255193410J40506379909.htm,2024-05-11 20:30:38
理财经理,北京朝阳区亚运村地区,本科,经验不限,招1人,7千-1.4万,证券/期货,国企,1000-9999人,未融资,,全职,<岗位标签>渠道销售；会议/会展销售；面销/陌拜；KA大客户；个人客户；机构客户；基金从业资格证；证券从业资格证；基金销售从业人员资格</岗位标签>岗位描述：<br><br>1、 负责线上、线下渠道的开发和维护；<br><br>2、 负责营业部客户维护工作，完成客户转介绍；<br><br>3、 依托公司相关部门的支持，向客户传递公司统一提供的研究报告及证券投资、综合理财等相关信息； <br><br>4、 营业部指派的其他工作任务。<br><br>任职要求：<br><br>1、 本科及以上学历，金融学、经济,渤海证券股份有限公司是唯一一家注册在天津滨海新区的综合类证券公司。前身为渤海证券有限责任公司，是在原天津证券有限责任公司、原天津市国际信托投资公司、原天津信托投资公司、原天津北方国际信托投资公司...,http://company.zhaopin.com/CZ000394950.htm,http://jobs.zhaopin.com/CC000394950J40568332010.htm,2024-05-11 18:24:03
理财经理/年薪32-35W/六险二金,北京海淀区融科资讯中心C座20层,本科,1-3年,招50人,1.5万-3万·13薪,人力资源服务,股份制企业,100-299人,,,全职,<岗位标签>较强的沟通能力；理财经理；个人客户；KA大客户；面销/陌拜；电话销售；会议/会展销售</岗位标签>【工作内容】<br><br>1.运用财富规划理念，洞悉并捕捉投资和保险业务机会，以客户需求为导向，研究财富管理策略； <br><br>2.为客户提供专业全面、量身打造的投资及保险规划服务，包括保障、储蓄、投资、子女教育、退休计划等，为高端客户提供资产配置及财富传承方案；<br><br>3.将客户需求与本公司的金融产品进行匹配，为客户提供投资及保险规划方案专业建议，协助其完成申请流程； <br><b,,http://company.zhaopin.com/CZL1240609760.htm,http://jobs.zhaopin.com/CCL1240609760J40583616301.htm,2024-05-14 12:13:38
资深投资顾问,北京海淀区华西证券(华澳中心店)北京市海淀区紫竹院路31号华澳中心2层华西证券（北京紫竹院路营业部）,本科,经验不限,招3人,8千-1.5万,证券/期货,上市公司,100-299人,已上市,,全职,<岗位标签>证券从业资格证；基金从业资格证；财富管理；资产配置</岗位标签>一、岗位职责： 1、深入研究相关行业研究报告及其上市公司报告； 2、熟练掌握证券投资分析方法，能够撰写证券投资分析报告，挖掘具有投资机会的行业及个股； 3、带领小组成员完成日常客户维护及业绩指标； 4、能够在公开场合举办投资者报告会、投资者沙龙等大中型报告会。 二、任职资格： 1、硕士及以上学历，有工作经验可放宽至本科，金融、证券投资等经济类相关专业； 2、善于对宏观经济形势和股票市场进行深入分析，为客户提供投资策略及资产配置建议,华西证券股份有限公司（002926 SZ）源于1988年成立的四川省证券股份有限公司。2000年6月26日，经中国证券监督管理委员会证监机构字[2000]133号文批准，原四川省证券股份有限公司与原四川证券交易中心合...,http://company.zhaopin.com/CC000206424.htm,http://jobs.zhaopin.com/CC000206420J40607193914.htm,2024-05-11 18:20:47
气候投融资研究咨询助理,北京海淀区枫蓝国际购物中心A1012,硕士,经验不限,招1人,面议,环保,国企,10000人以上,未融资,,全职,<岗位标签></岗位标签>职位描述：1、协助开展绿色金融、气候投融资和可持续发展投资领域相关政策、课题研究，协助开展战略规划、实施方案等编制工作。2、建立、维护和拓展与绿色金融、气候投融资和可持续发展投资领域利益相关方的合作伙伴关系。3、与团队一起改进和创新绿色金融、气候投融资和可持续发展投资领域服务业务。<br>任职要求：1、 具备良好的数据收集、整理、分析能力。2、 具有良好的中英文表达及写作能力。3、 具有良好的心理素质和抗压能力，能够适应出差。4、 具有优秀的团队合作精神。,中国节能环保集团有限公司（简称“中国节能”）是经国务院批准，由中国节能投资公司和中国新时代控股（集团）公司于2010年联合重组成立的中央企业。中国节能是以节能环保为主业的中央企业。中国节能以生态文...,http://company.zhaopin.com/CZ334729120.htm,http://jobs.zhaopin.com/CC334729120J40562130809.htm,2024-05-11 21:12:25
投资理财顾问,北京通州区怡佳商务楼,本科,1-3年,招10人,3万-6万,保险,股份制企业,10000人以上,,,全职,<岗位标签></岗位标签>薪酬待遇:1- 薪资范围:30000-60000/月2-底 薪:16000-40000/月3-薪资构成:底薪+提成+季度奖+年终奖+持续服务奖+管理奖4-企业年金、住院医疗险、意外医疗险、意外伤害5-公司各个阶段的培训、旅游、资金奖励、实物奖励等。晋升机制:半年晋升管理岗，享受管理津贴任职要求:1-年龄25-50周岁，优秀者可放宽年龄2-学历:本科，学信网可查。优秀者可放宽至大专学历。3-不限经验4-人品好，有空杯心态，勤奋踏实，优秀的沟通协调能力。5-有主见，思维灵活，性格坚韧,,http://company.zhaopin.com/CZL1476266560.htm,http://jobs.zhaopin.com/CCL1476266560J40505010610.htm,2024-05-13 12:12:03
高级投资/理财顾问,北京西城区北京西城区西直门外大街1(西直门地铁站E1北口旁),大专,3-5年,招1人,8千-1.6万·13薪,商业代理服务,股份制企业,10000人以上,不需要融资,,全职,<岗位标签>电话销售；大客户销售；金融销售；管理能力；商业保理；高级销售；销售经理</岗位标签>岗位内容：<br>1. 为客户提供专业的理财咨询和服务，制定个性化投资方案。<br>2. 深入了解金融市场，跟踪金融动态，为客户提供及时有效的市场信息和投资建议。<br>3. 分析客户财务状况，评估风险承受能力和投资需求，提供综合性的金融规划。<br><br>任职要求：<br>1. 具备3年以上相关工作经验，熟悉证券、基金、保险等金融产品。<br>2. 熟练掌握金融分析工具和技能，如Excel、SPSS等。<b,泰康健康产业投资控股有限公司（简称泰康健投），是泰康保险集团旗下专业从事医养健康产业投资开发、资产管理和运营服务的全资子公司，注册资本30亿元，是泰康大健康业务发展的核心平台和载体。布局大健康产业...,http://company.zhaopin.com/CZ156916120.htm,http://jobs.zhaopin.com/CC156916120J40484661104.htm,2024-05-11 19:54:52
投资顾问,北京丰台区石榴中心,本科,1-3年,招5人,1万-2万,证券/期货,股份制企业,1000-9999人,已上市,,全职,<岗位标签></岗位标签>特别声明，本职位不是传统意义上的拉客户开户岗位，是以资产配置为核心的财富管理岗位。我们要求你拥有“服务意识”，“主动学习”，“大局观”“共情能力”等等，想其所想，供其所需。颠覆客户体验感，让客户关系更亲密，以客户满意为最高目标。服务能改变的绝对不仅仅是业绩，而是客户满意的成就感。你需要有丰富的“金融知识”敏锐的“心理学”感知持久的“好奇心”丰富的“互联网思维”不抱怨的“积极心态”如果你看得到财富管理市场大发展的未来，如果你想成就自己，如果你想做点不一样的事儿，请加入我们！！！一、,恒泰证券股份有限公司成立于1992年，注册地为内蒙古呼和浩特市，是经中国证监会批准的综合性、全牌照证券公司。2015年10月，在香港联合交易所上市（在香港以「恒投证券」（中文）及「HENGTOU SECURITIE...,http://company.zhaopin.com/CZ120171090.htm,http://jobs.zhaopin.com/CC120171090J40355350111.htm,2024-05-11 18:36:11
投资理财服务,北京海淀区双榆树,本科,经验不限,招10人,6千-1.2万,房地产中介,民营,10000人以上,未融资,,全职,<岗位标签>投资理财；客户开发；风险控制；电话营销</岗位标签>岗位申请资格：<br>1）统招本科及以上学历；<br>2）强烈的成就欲望，学习能力、抗压能力佳，不怕困难，不惧挫折；<br>3） 阳光，踏实，有梦想，愿意通过自己的努力付出，实现个人价值；<br>4） 高度的工作热情和团队合作意识，有销售、客户服务或学生社团干部经验者优先考虑；<br><br>薪资：<br>新入职的无经验的新人，在实习期（助理经纪人）前6个月，无责任底薪6000元，提拥30%-70%；<br><br><br>职位福利：冠军店面,北京链家成立于2001年，是中国领先的房地产服务企业，业务覆盖二手房、新房、租房等全方位房产交易和居住服务，目前北京链家有1000余家门店。20年来，北京链家致力于提供安全有品质的服务，在行业率先承诺“...,http://company.zhaopin.com/CZ252944430.htm,http://jobs.zhaopin.com/CC252944430J40141030916.htm,2024-05-11 20:28:25
投资理财顾问,北京西城区北京西城区西直门外大街1(西直门地铁站E1北口旁),学历不限,经验不限,招1人,6千-7千·16薪,商业代理服务,股份制企业,10000人以上,不需要融资,,全职,<岗位标签>销售主任；销售管培；区域经理；高级销售；网络销售</岗位标签>你负责努力，我们负责提供数据和平台，年薪百万属于你!,泰康健康产业投资控股有限公司（简称泰康健投），是泰康保险集团旗下专业从事医养健康产业投资开发、资产管理和运营服务的全资子公司，注册资本30亿元，是泰康大健康业务发展的核心平台和载体。布局大健康产业...,http://company.zhaopin.com/CZ156916120.htm,http://jobs.zhaopin.com/CC156916120J40484616904.htm,2024-05-11 19:54:39
